Vote;;;ALDE;;;;ECR;;;;EFDD;;;;ENF;;;;GUE/NGL;;;;NI;;;;PPE;;;;S&D;;;;Verts/ALE;;;
vote_year;vote_date;vote_name;ABST;CONTRE;POUR;Total;ABST;CONTRE;POUR;Total ECR;ABST;CONTRE;POUR;Total EFDD;ABST;CONTRE;POUR;Total ENF;ABST;CONTRE;POUR;Total GUE/NGL;ABST;CONTRE;POUR;Total NI;ABST;CONTRE;POUR;Total PPE;ABST;CONTRE;POUR;Total S&D;ABST;CONTRE;POUR;Total Verts/ALE
2016;28/04/2016;130. A8-0053/2016 Kostadinka Kuneva ı 2/3 28/04/2016;1;36;16;53;3;48;5;56;;16;17;33;10;6;21;37;2;1;39;42;1;4;6;11;1;10;171;182;;1;145;146;;1;40;41
2016;28/04/2016;131. A8-0053/2016 Kostadinka Kuneva ı 2/4 28/04/2016;1;10;43;54;3;47;5;55;1;15;17;33;9;27;;36;3;2;37;42;1;4;6;11;9;162;8;179;;;144;144;;;42;42
2016;28/04/2016;132. A8-0053/2016 Kostadinka Kuneva ı 12 28/04/2016;;1;53;54;44;3;9;56;13;3;18;34;27;5;4;36;;;43;43;3;2;6;11;9;3;167;179;;;150;150;;;43;43
2016;28/04/2016;133. A8-0053/2016 Kostadinka Kuneva ı 13 28/04/2016;;;53;53;47;;8;55;14;2;17;33;12;24;;36;;;41;41;2;7;2;11;150;5;23;178;;;138;138;;;42;42
2016;28/04/2016;134. A8-0053/2016 Kostadinka Kuneva ı 22/1 28/04/2016;4;6;43;53;46;5;6;57;1;15;17;33;;33;4;37;3;;39;42;2;5;4;11;5;169;6;180;7;2;141;150;1;;41;42
2016;28/04/2016;135. A8-0053/2016 Kostadinka Kuneva ı 22/2 28/04/2016;4;4;43;51;1;51;5;57;1;17;16;34;;36;;36;1;6;35;42;;10;;10;1;172;3;176;6;4;137;147;1;;40;41
2016;28/04/2016;136. A8-0053/2016 Kostadinka Kuneva ı 22/3 28/04/2016;4;4;43;51;1;47;7;55;1;17;16;34;;36;;36;1;2;38;41;;8;2;10;1;164;6;171;6;3;141;150;;;42;42
2016;28/04/2016;137. A8-0053/2016 Kostadinka Kuneva ı 25 28/04/2016;;5;48;53;42;11;4;57;1;16;17;34;;37;;37;2;;41;43;2;6;3;11;1;165;10;176;4;;143;147;;;42;42
2016;28/04/2016;138. A8-0053/2016 Kostadinka Kuneva ı 33/2 28/04/2016;;3;50;53;3;;53;56;;16;17;33;;35;;35;;;43;43;;9;2;11;;17;162;179;;1;147;148;;;42;42
2016;28/04/2016;139. A8-0053/2016 Kostadinka Kuneva ConsidÇrant BD 28/04/2016;1;;51;52;47;2;7;56;15;1;17;33;27;9;1;37;;;43;43;3;5;3;11;149;6;21;176;;;142;142;;;41;41
2016;28/04/2016;14. A8-0140/2016 Martina Dlabajov† Am 47S 28/04/2016;;;60;60;;3;57;60;;36;2;38;;29;8;37;8;32;4;44;2;5;5;12;5;176;12;193;1;1;158;160;;39;3;42
